genome_id	gene_symbol
562.102208	mdtC
562.99779	MacB
562.100651	TolC/OpmH
562.102017	acrS
562.100648	PmrF
562.102165	MdtL
941280.21	AcrEF-TolC 
562.4802	adiY
562.34087	ompF
562.99961	UhpT
562.100644	Alr
562.100675	cpxA
562.102326	marR
562.99894	mdtH
562.102026	folP
562.42679	Alr
562.102189	mfd
562.100611	EmrD
562.102032	gyrB
562.102079	rpoC
562.10207	gadE
562.99767	AcrZ
562.102234	arnA
2810404.8	S10p
562.102072	BcrC
562.102058	GlpT
562.102189	MarR
562.65128	PmrE
562.39536	EF-Tu
562.10217	kasA
562.102152	QnrS1
562.102285	tetC
562.99939	mdtC
562.102165	MarA
562.99952	UhpT
562.9984	acrF
562.99944	cpxR
562.102067	acrS
562.102071	msbA
562.102051	arnA
562.100014	mdtL
1005502.3	macA
562.102182	arnA
562.102147	Mef(B)
562.102207	rpoC
562.69597	acrF
562.102175	emrR
562.61559	parC
562.100646	MdtEF-TolC
562.45409	BcrC
562.101967	EmrD
562.102196	EmrAB-TolC
562.10219	PgsA
562.102051	acrS
562.101958	fyuA
562.102074	emrR
562.55056	emrY
562.99762	marR
562.102134	mgrB
562.99914	Alr
562.102157	AAC(3)-II,III,IV,VI,VIII,IX,X
562.10003	AcrAB-TolC
2605619.14	mdtF
562.99893	cysB
562.99892	sul2
562.101976	MdtEF-TolC
562.1022	parC
562.57085	rho
562.102323	AcrEF-TolC 
562.70799	mdtH
562.102017	mgrB
562.102203	SugE
562.102076	rpoB
562.55016	msbA
562.100035	mdtK
562.100603	gadX
562.33334	H-NS
562.102293	mgrB
562.102036	dxr
562.10229	mdtM
562.102055	MdtM
562.33707	MdtL
562.99916	evgA
562.102045	gyrA
562.61728	EmrD
562.101961	UhpT
562.100012	EmrAB-TolC
562.100639	MdfA/Cmr
562.102186	gyrB
562.102062	AcrEF-TolC 
562.9994	cpxR
562.100666	alaS
562.70613	TolC/OpmH
562.102051	BcrC
562.102089	msbA
562.102042	mdtG
562.102158	mdtO
562.9994	patA
562.102098	rpoB
562.100024	OxyR
562.47827	MarB
562.102316	murA
562.102216	PmrB
562.102083	MarA
562.102175	mdtE
562.99782	mdtG
562.99927	fyuA
562.100598	msbA
562.102231	gidB
562.102227	mdtN
562.101997	EF-G
562.99783	folP
562.102011	TolC/OpmH
562.4623	APH(6)-Ic/APH(6)-Id
562.102027	EmrD
562.99887	mdtL
562.99959	nfsA
562.10208	acrA
562.102204	MdtABC-TolC
562.101958	AcrZ
562.100038	AcrAB-TolC
562.102328	bacA
562.102309	mdtL
562.102082	arnA
562.100639	mdtL
562.102061	MdtABC-TolC
562.59067	MarB
562.54013	PmrB
562.36595	evgA
562.99903	mdtC
562.100636	EmrAB-TolC
562.102285	tuf
562.102014	murA
562.100599	MdtABC-TolC
562.102034	CRP
562.99847	Alr
562.102005	parE
562.102021	EmrKY-TolC
562.101988	EF-Tu
562.102195	emrR
562.102221	AcrAD-TolC
562.99785	Alr
562.102035	mdtH
562.99847	tetD
562.102278	emrE
562.102007	TolC/OpmH
562.70578	sul3
562.99927	mdtF
562.102234	Alr
562.101967	gidB
562.100651	PmrC
562.102172	cpxR
562.102197	MarB
562.99781	BcrC
562.69583	mph(A)
562.99897	Alr
562.102021	evgS
562.99961	MacB
562.100014	MdtEF-TolC
562.102183	mdtK
562.102182	mdfA
562.102296	Iso-tRNA
562.101995	H-NS
562.102286	mdtP
562.102187	AcrAB-TolC
562.102098	vgaC
562.102151	BcrC
562.102044	mdtP
562.99891	folA, Dfr
562.46278	soxR
562.100035	GadE
562.31467	mphA
562.102102	MurA
562.99895	EF-Tu
562.100035	parC
562.100628	acrR
562.102081	gadW
562.99916	mdfA
2810404.7	MdtEF-TolC
562.58282	ompF
562.99963	MdtEF-TolC
562.102324	Alr
562.10203	folP
562.102025	mfd
562.50386	Ddl
562.10206	Iso-tRNA
562.100607	UhpT
562.61749	murA
562.102016	AcrEF-TolC 
562.102298	kasA
562.101994	dxr
562.100661	gadW
562.67423	gadE
562.102234	AcrAB-TolC
562.102277	GlpT
562.100676	Alr
562.99913	EF-Tu
562.33206	MarR
562.99947	TolC/OpmH
562.52712	H-NS
562.102066	mdtF
562.102209	leuO
562.99966	MdtEF-TolC
562.42086	MdtEF-TolC
562.99784	TEM family
562.101986	acrD
562.102004	YojI
562.10208	mdtF
562.102201	EmrAB-TolC
562.102319	gyrB
562.99964	acrA
562.102148	bacA
562.102065	baeS
562.102216	Ddl
562.99846	mdtA
562.100037	mdtG
562.102221	adiY
562.102199	cysB
562.102014	AcrEF-TolC 
562.102052	AcrAD-TolC
562.102065	mdtA
562.102165	rpoC
562.102102	rpoB
562.102089	gadE
562.54873	folP
562.99947	mfd
562.708	msbA
562.102165	mdtG
562.102163	mdtE
562.99918	MarB
562.100606	emrR
562.100014	GadE
562.99959	cysB
562.99895	S12p
562.100649	alaS
562.100658	parE
562.99787	mdfA
562.101984	ompF
562.102196	mdtL
562.100655	mdtH
562.50545	mdtO
562.10226	kasA
562.102042	MdtL
562.99915	acrF
562.102198	dxr
511145.806	MarB
562.67814	emrY
562.100646	Ddl
562.101997	PhoP
562.102082	kasA
562.100649	acrR
562.102205	AcrEF-TolC 
562.101988	kasA
562.102087	emrB
562.102193	AcrZ
562.4626	cysB
562.99966	folP
562.102295	rpoC
562.100025	KatG
562.100023	AcrAD-TolC
562.1022	PmrC
562.102277	BlaEC family
562.99966	AcrAB-TolC
562.9985	PmrF
562.100027	UhpT
562.36649	gyrA
1078034.24	AcrEF-TolC 
562.100644	BlaEC family
562.102103	msbA
562.2191	katG
562.102159	YojI
562.67779	emrD
562.102084	acrF
562.102037	mdtE
562.102042	APH(3'')-Ib
562.102168	kasA
562.54605	MdtABC-TolC
562.102011	EmrKY-TolC
562.102304	MdtABC-TolC
562.99779	PmrE
562.102222	soxR
562.10207	AcrEF-TolC 
562.39511	AcrZ
562.102189	AcrEF-TolC 
562.102032	evgA
562.102056	rpoB
562.102322	baeS
562.100601	H-NS
562.100027	PhoP
562.10231	marA
562.102008	mdtA
562.10215	rpoB
562.10217	MdtEF-TolC
562.101997	emrY
562.102156	EF-Tu
562.102048	TolC/OpmH
562.34233	PhoP
562.102036	dxr
562.99927	emrD
562.102007	Ddl
562.102025	Alr
562.100599	inhA, fabI
562.99946	EF-Tu
562.102083	mdtA
562.99894	emrY
1282359.4	gyrB
562.102059	dfrA7
562.102178	PmrF
562.102031	MdtABC-TolC
562.102064	rho
562.102215	adiY
562.45402	aadA15
562.102089	mdtN
562.10219	acrD
562.45677	sul3
562.99848	marA
562.102317	PmrB
562.102303	AcrAB-TolC
562.67324	cpxA
562.10218	mdtP
562.100601	kasA
562.99766	Ddl
562.58153	emrA
562.102061	EmrKY-TolC
562.102015	S10p
562.99778	gadW
562.99894	PgsA
562.102093	SugE
562.66696	EF-Tu
562.102068	EmrAB-TolC
562.55012	mdtL
562.36338	gyrA
562.102091	Ddl
562.45921	mdtG
2810404.5	SugE
562.102147	arr-2
562.102132	acrB
562.100634	MarA
562.100618	MdtABC-TolC
562.101994	acrD
562.99949	emrA
562.102282	EF-G
562.102034	gyrB
562.102032	EmrE
562.102008	mdtN
562.99839	YojI
562.100668	gadX
562.102192	MacA
562.67848	adiY
562.67766	EmrKY-TolC
562.28952	adiY
562.10216	MdtABC-TolC
562.57189	gyrB
562.102133	Ddl
562.99887	gyrB
562.102048	acrE
562.102069	MacA
562.101958	Alr
562.102068	MacA
562.102179	PmrF
562.102206	Ddl
562.50632	cysB
562.102292	KatG
562.99766	rho
562.47039	PmrB
562.36367	tolC
562.99899	PmrC
562.47698	mdfA
562.101988	acrR
562.100677	soxR
562.99925	ompF
1116096.3	parE
562.102323	folP
562.102218	mfd
562.99926	EmrAB-TolC
562.102031	MdtEF-TolC
562.102025	AcrEF-TolC 
562.101958	EF-Tu
562.102198	CRP
562.102265	GlpT
562.102145	cpxR
562.102121	MarR
562.100028	mfd
562.102028	AcrAB-TolC
562.102175	gadE
562.102146	aac(3)-IId
562.102116	marA
562.100651	Alr
562.99779	Ddl
562.102043	YojI
562.102084	kdpE
562.102226	mdtA
562.1006	patA
562.100646	MdtABC-TolC
562.36412	EmrAB-TolC
562.68745	gyrA
562.100639	folA, Dfr
562.102027	dfrA14
562.102157	AcrEF-TolC 
562.100023	OXA-1 family
562.9994	tolC
562.102161	aph(3'')-Ib
562.100624	MurA
562.102265	EF-Tu
562.100651	MdtEF-TolC
562.10215	H-NS
562.34516	MdtABC-TolC
562.59108	S12p
562.102074	EF-Tu
562.10206	folP
562.99887	fyuA
562.102091	rpoB
562.52649	baeS
562.102027	rho
562.99932	mfd
562.102257	PgsA
562.99898	marA
562.102177	mdtL
562.102148	alaS
562.100664	gadE
562.102055	mdtC
562.100642	MarR
562.100635	AcrZ
562.62883	APH(6)-Id
562.102116	EmrAB-TolC
562.102054	msbA
562.102062	acrR
562.102021	mdtN
562.102219	emrE
562.102291	patA
562.102133	mdtP
562.102294	PmrE
562.99944	arnA
562.100601	EmrE
562.99848	gyrA
562.102165	acrA
562.10003	alaS
562.100019	gadX
562.52519	gyrB
562.102057	evgS
562.102046	EF-Tu
1005491.3	mgrB
562.102265	mdtC
562.99932	mdtO
562.99782	mdtC
562.99953	acrS
562.99951	Mph(A) family
562.102278	mdtD
562.102034	AcrEF-TolC 
562.50768	AAC(3)-IIa
2810404.8	cysB
562.99849	mdtL
562.61462	dxr
562.102147	APH(6)-Id
562.99903	bacA
562.99894	Ddl
562.100607	cpxA
562.102034	MdtABC-TolC
562.55096	YojI
83334.373	mfd
562.65691	mdfA
562.10232	sul2
562.102219	MdtEF-TolC
562.102031	PmrC
562.102162	aac(3)-IId
562.100606	kasA
562.34213	tufA_1
562.102329	baeR
562.101957	H-NS
562.99931	evgA
562.63717	gadE
562.102047	mdtP
562.102227	cysB
562.100025	GlpT
562.102014	AcrAB-TolC
562.102156	murA
562.102154	APH(3')-I
562.102304	mdtL
562.10201	mfd
562.100618	PmrF
2810404.8	mdtF
562.101957	mdtP
562.99903	parC
562.102154	mdtB
562.102325	gyrB
562.100644	MdtEF-TolC
562.10222	soxS
562.99892	OxyR
562.99891	baeS
562.9978	arnA
562.100655	EmrKY-TolC
562.102214	Ddl
562.62816	murA
562.102182	baeS
562.100625	baeR
562.99779	MdtABC-TolC
562.102311	mdtK
562.100655	cysB
562.100027	MdtEF-TolC
562.99898	adiY
562.100012	mdtE
562.102227	EF-Tu
562.99952	cpxA
562.102299	MdtEF-TolC
562.67027	mdtG
562.102004	acrA
562.99766	PgsA
562.102073	GdpD
562.102081	Alr
562.10203	MdtM
562.102266	murA
562.99897	EmrAB-TolC
562.33699	cysB
562.102151	acrD
562.102006	MdtABC-TolC
562.102048	EmrAB-TolC
562.102048	baeS
562.99957	mdtA
562.10216	GdpD
562.100623	folA, Dfr
562.102021	mdtP
562.100649	mdtK
562.46526	EF-G
562.100663	adiY
562.102087	folP
562.100637	murA
562.102042	APH(6)-Id
562.102086	tetR
562.102171	mdtG
562.10196	mdtL
562.102051	sul1
562.102224	acrS
562.101988	MdtABC-TolC
562.68478	EF-Tu
562.69553	mdtE
562.102165	Ddl
562.56895	kdpE
562.102308	YojI
562.10222	mdfA
562.102233	sul3
562.100675	parE
562.102311	PmrB
562.100011	EmrE
562.102148	PmrC
562.99901	folA, Dfr
562.99899	AcrAB-TolC
562.102074	gyrA
562.99957	Iso-tRNA
562.100665	inhA, fabI
562.102154	alaS
562.99848	PhoP
562.100675	adiY
562.102221	MdtL
562.38989	Alr
562.102086	rpoC
562.102093	AcrAB-TolC
562.68742	MdtEF-TolC
562.102218	inhA, fabI
562.102149	EmrKY-TolC
562.100038	msbA
562.102188	mdtN
562.102006	BcrC
562.102059	AcrEF-TolC 
562.102199	H-NS
562.102069	mdtE
562.99952	mdtA
83334.356	acrF
562.102283	mdtF
562.102164	EF-G
562.100611	rpoB
562.99855	acrF
562.102151	AcrEF-TolC 
562.100654	PmrC
562.102189	mdtA
562.102026	GadE
562.100601	mdtH
562.102027	mdtH
562.102163	mdtP
562.102148	mdtL
562.102063	AcrEF-TolC 
562.100623	OxyR
562.101986	sul1
562.102328	inhA, fabI
562.102303	acrD
562.38675	AcrAD-TolC
562.10203	AcrEF-TolC 
562.60546	cpxA
562.99939	EF-Tu
562.102071	marA
562.100625	acrA
562.102163	APH(6)-Id
562.99913	parC
562.102188	acrD
562.99914	OxyR
562.102197	OxyR
562.101958	PmrB
562.99766	murA
562.99898	H-NS
562.102043	rho
562.102293	mdtD
562.99959	gyrA
562.99938	MdtM
562.102011	Ddl
562.10215	nfsA
562.101991	EmrKY-TolC
562.102088	murA
562.99848	acrR
562.102258	CRP
562.102196	KatG
562.63775	emrB
562.102207	AcrAD-TolC
562.102161	BcrC
562.102211	H-NS
562.102084	Alr
562.102231	GdpD
562.100659	ompF
562.99909	mdtG
562.99777	mfd
562.102032	baeS
562.100616	acrE
562.102257	MdfA/Cmr
562.10196	emrA
562.99929	emrE
562.99782	Iso-tRNA
562.99937	TEM-1
562.57477	acrE
562.102321	mdtD
562.102009	Mrx
562.9978	EF-Tu
562.47689	mdtM
562.102148	EmrKY-TolC
562.99785	KatG
562.102012	gyrA
562.47361	PmrF
562.102219	H-NS
562.100683	nfsA
1078034.56	BlaEC family
562.102073	Alr
562.99932	PhoP
562.101988	PmrF
562.102269	UhpT
562.102219	mdtK
562.102133	EF-Tu
562.102313	mdtC
562.102179	gyrA
562.102232	EF-G
562.99892	GlpT
562.10209	mgrB
562.69642	EF-Tu
562.102021	tolC
562.101994	acrD
562.99938	gidB
562.6733	tetC
562.42114	EmrAB-TolC
562.100661	EF-Tu
562.100637	MdtABC-TolC
562.102067	mdtC
562.60326	CRP
562.102227	PhoP
562.102163	tetC
562.63799	EmrAB-TolC
562.102007	S12p
562.101994	mdtG
562.99789	SugE
562.36541	KatG
562.102308	mfd
562.38858	murA
2810404.5	baeS
562.102214	MacA
562.102198	acrR
562.100015	emrR
562.102222	emrA
562.10202	folP
562.47144	mdtN
562.42135	acrE
562.102163	PgsA
562.102072	evgS
562.99966	mdtH
562.102265	gidB
562.100623	mdfA
562.102196	adiY
562.31231	rho
562.9994	adiY
562.102009	mdfA
562.102073	CRP
562.102165	EmrD
562.102043	mfd
562.102283	mdtL
562.99944	EmrE
562.102287	Alr
562.10201	gyrB
562.10232	gyrA
562.99786	CRP
562.9985	PhoP
562.100643	SugE
562.10215	Tet(A)
562.100651	MdtEF-TolC
562.100601	mdtN
562.99909	AcrZ
562.99849	marA
562.100683	MdtEF-TolC
562.102211	mdtP
562.102168	mfd
562.100021	inhA, fabI
562.99894	CatA1/CatA4 family
562.102159	folA, Dfr
562.102293	mdtN
562.100661	acrE
562.102094	gyrB
562.102046	dxr
562.10226	emrY
562.102168	inhA, fabI
562.67563	acrF
562.100624	emrY
562.102292	S10p
562.102084	acrD
562.101968	soxR
562.99839	GlpT
562.10065	emrB
562.10208	emrY
562.102189	EmrAB-TolC
562.102044	APH(3'')-Ib
562.102158	emrA
562.100012	gyrA
562.99927	Ddl
562.102076	MurA
562.102082	AcrAB-TolC
562.101984	MdtABC-TolC
562.100676	gyrB
562.6699	msbA
562.102063	evgA
562.99919	mdtH
562.100624	EF-Tu
562.102201	marA
562.102257	marA
562.102044	PmrB
562.57304	gyrB
562.102134	EF-Tu
562.10201	cpxR
562.102034	PmrB
562.102189	MdtEF-TolC
562.102226	UhpT
562.47553	H-NS
562.36789	PmrB
562.60308	Ddl
562.102311	cysB
562.101997	Alr
562.102145	AcrEF-TolC 
562.102012	AcrAB-TolC
562.99887	baeR
562.102157	soxS
562.99894	kdpE
562.102094	TEM-1
562.102076	mdtB
562.99891	gyrB
562.102155	sul1
562.100013	AcrEF-TolC 
562.100664	mgrB
562.102155	cpxA
562.99918	emrY
562.99952	EF-Tu
562.99904	mfd
562.38847	mdtN
562.69718	PmrF
562.102194	inhA, fabI
562.102294	parC
562.102068	EmrKY-TolC
562.101972	alaS
562.100625	inhA, fabI
562.102062	bacA
562.102078	MarA
562.102083	mdtP
562.102046	msbA
562.102027	S10p
562.99964	Alr
562.99915	EmrE
562.102266	gidB
562.102044	leuO
562.102329	dxr
562.102232	bacA
562.101959	emrY
562.102294	OxyR
562.100648	acrD
562.99894	EmrKY-TolC
562.47467	adiY
562.102191	mdtA
562.99966	leuO
562.100648	folA, Dfr
562.102198	S12p
562.102194	parC
562.102302	MarB
562.99849	gadW
562.99962	PmrC
562.100659	EF-G
562.10003	EmrD
562.55059	sul3
562.102185	gadE
562.102056	Alr
562.102046	folP
562.102216	baeS
562.102052	rho
562.38967	cpxA
562.10217	S12p
562.10233	MdtABC-TolC
562.102076	EmrAB-TolC
562.100651	SugE
562.102228	mdtF
562.102161	GlpT
562.102214	mdtC
562.99785	PgsA
562.100607	evgA
562.100624	mdtG
562.102171	oqxB
562.99892	KatG
562.100634	acrE
562.102295	mdtH
562.57103	mdtE
562.99937	soxS
562.38784	rpoB
562.101967	tet(A)
562.100664	acrE
562.102258	murA
562.100662	mdtG
562.102187	mdtN
562.102302	acrF
562.102196	evgS
562.47404	EmrE
562.60607	emrD
562.102286	acrF
562.99846	tetA
562.100649	parC
562.50218	mdtG
562.102061	gyrB
562.100623	AcrAB-TolC
562.99948	marR
562.102045	parC
562.100646	marR
562.102198	Alr
562.102207	mdfA
562.102018	PgsA
562.102103	adiY
562.10065	rpoC
562.102208	EF-Tu
562.102186	emrR
562.100024	AcrZ
562.99767	patA
562.9978	mdtB
562.100012	EmrE
562.30282	gyrB
562.101976	gadE
562.9995	S12p
562.42168	ramA
562.102039	PgsA
562.778	ddlB
562.100643	AcrAB-TolC
562.102022	cysB
562.10215	mdtD
562.102308	mdfA
562.99901	GdpD
562.102159	CTX-M family
562.99894	gyrA
562.102134	MarR
1444080.3	marR
562.4573	tolC
562.100683	gyrB
562.102189	EmrAB-TolC
562.102208	Iso-tRNA
562.9313	emrD
562.99914	evgS
562.56764	SugE
562.102072	leuO
562.102155	parC
562.100022	rpoB
562.99949	folP
562.102037	TEM family
562.102156	PhoP
562.45732	AcrEF-TolC 
562.45598	parE
562.100628	kasA
562.100035	EmrE
562.102024	EmrAB-TolC
562.101957	S12p
562.102312	EmrAB-TolC
562.99909	dxr
562.102042	bacA
562.102121	MdtABC-TolC
562.101977	sul2
562.99897	inhA, fabI
562.102234	mdtM
562.67366	mdtL
562.102087	EmrD
562.100654	EmrE
562.99947	murA
562.102319	Alr
562.65667	gyrA
562.102181	AcrEF-TolC 
562.102033	mdfA
562.102283	tuf
562.1022	tolC
562.101995	parC
562.102006	gadE
562.29112	acrR
562.1006	EF-Tu
562.102051	emrE
562.100635	gadW
562.28032	mdtH
562.99928	Ddl
562.42131	EmrAB-TolC
562.102058	acrF
562.102178	SugE
562.102077	cpxR
562.5052	gadX
562.102065	marR
562.68621	PhoP
562.100606	Ddl
562.55093	sul1
562.9992	mdtM
562.102041	dxr
562.10214	gyrB
562.99925	gyrB
562.10203	Ddl
562.102073	PhoP
562.102084	acrD
562.99786	baeR
562.9978	cpxA
562.9985	leuO
562.102093	MacB
562.102146	MarA
562.10229	msbA
562.102023	mdtH
562.102177	inhA, fabI
562.66795	acrR
562.4665	MarA
562.102027	cysB
562.102016	TEM-1
562.102064	AcrZ
562.102058	mdtF
562.99766	emrR
562.70619	KatG
562.28334	aac(3)
562.100659	alaS
562.102223	mdtB
562.99919	Alr
562.10196	Ddl
562.99938	sul1
562.102298	EmrKY-TolC
562.102052	marR
562.100027	AcrEF-TolC 
562.100634	fyuA
562.99929	UhpT
562.102176	mdfA
562.102157	PmrB
562.63668	gidB
562.1023	EF-Tu
562.6997	rpoB
562.102211	AcrAB-TolC
562.102215	TolC/OpmH
562.102233	parE
562.102069	EF-Tu
562.100628	EF-Tu
562.99777	acrS
562.65174	GlpT
562.102044	mdtF
562.69714	Tet(40)
562.10196	BcrC
562.102229	BlaEC family
562.45851	gyrB
562.102057	emrK
562.60374	acrF
562.102072	MdtEF-TolC
1116069.3	rplF
562.102157	Ddl
562.99847	EF-Tu
562.102295	gidB
562.99786	acrB
562.101984	MacB
562.102151	GdpD
562.102223	inhA, fabI
562.102223	EF-Tu
562.102042	AcrAD-TolC
562.6526	Ddl
562.3376	gadE
562.102172	TEM family
562.102189	baeS
562.102207	MdtEF-TolC
562.46467	evgA
562.102065	AcrAB-TolC
562.36421	EF-Tu
562.102067	gadW
562.99782	SugE
562.101986	gadE
562.102302	tolC
562.102076	mfd
562.50867	EmrE
562.102287	EmrKY-TolC
562.102257	AcrAB-TolC
562.99918	H-NS
562.102271	gadX
562.102221	kasA
562.102103	H-NS
562.102011	Alr
562.9989	mdtH
562.99953	EF-Tu
562.102187	PmrF
562.102158	H-NS
562.100639	PmrB
562.99901	AcrEF-TolC 
562.99915	MurA
562.102281	emrA
562.101969	Alr
562.102203	rho
562.10216	alaS
562.99847	baeS
562.102214	parE
562.102316	mdtF
562.1022	AcrAB-TolC
562.99955	acrR
562.102047	mdtM
562.102007	GdpD
562.101986	EmrAB-TolC
562.1023	inhA, fabI
562.102168	EmrD
562.102194	MarR
562.101957	PmrE
562.54606	EF-Tu
562.101969	ompF
562.102322	MdtABC-TolC
562.102043	GdpD
562.52519	EmrD
562.100645	kdpE
562.99901	EF-G
562.99786	EmrKY-TolC
562.99766	GdpD
562.102043	AcrZ
562.65624	mdtH
562.10203	cpxR
562.102281	patA
562.99784	EF-G
562.28317	aadA1
562.102175	TolC/OpmH
